screening_id,source_inventory_line,requested_model_or_family,category,cell_type,model_scope_candidate,specific_source_identified,primary_source_title,doi,metadata_status,full_text_access_status,equation_evidence_status,parameter_evidence_status,code_identified,code_url,code_license_status,screening_status,exclusion_or_hold_reason,priority,last_checked
screen_0189,532,Thalamocortical slow-wave models,H4 Oscillation and sleep models,Neural population,coupled_multicellular,no,,,not_verified,not_verified,not_verified,not_verified,no,,not_assessed,candidate,"In scope after title-level inventory screening; source-specific bibliographic, full-text, equation, and license evidence remains pending.",medium,2026-07-23
screen_0190,533,Cortical Up/Down-state models,H4 Oscillation and sleep models,Neural population,coupled_multicellular,no,,,not_verified,not_verified,not_verified,not_verified,no,,not_assessed,candidate,"In scope after title-level inventory screening; source-specific bibliographic, full-text, equation, and license evidence remains pending.",medium,2026-07-23
screen_0191,534,Hippocampal sharp-wave-ripple models,H4 Oscillation and sleep models,Neural population,coupled_multicellular,no,,,not_verified,not_verified,not_verified,not_verified,no,,not_assessed,candidate,"In scope after title-level inventory screening; source-specific bibliographic, full-text, equation, and license evidence remains pending.",medium,2026-07-23
screen_0192,535,Slow-wave-sleep models,H4 Oscillation and sleep models,Neural population,coupled_multicellular,no,,,not_verified,not_verified,not_verified,not_verified,no,,not_assessed,candidate,"In scope after title-level inventory screening; source-specific bibliographic, full-text, equation, and license evidence remains pending.",medium,2026-07-23
screen_0193,543,Billeh mouse V1 model,H5 Brain-region circuits,Neural population,coupled_multicellular,no,,,not_verified,not_verified,not_verified,not_verified,no,,not_assessed,candidate,"In scope after title-level inventory screening; source-specific bibliographic, full-text, equation, and license evidence remains pending.",medium,2026-07-23
screen_0194,544,Rao–Ballard predictive-coding circuit,H5 Brain-region circuits,Neural population,coupled_multicellular,no,,,not_verified,not_verified,not_verified,not_verified,no,,not_assessed,candidate,"In scope after title-level inventory screening; source-specific bibliographic, full-text, equation, and license evidence remains pending.",medium,2026-07-23
screen_0195,545,Cell-type-specific PV/SST/VIP cortical circuits,H5 Brain-region circuits,Neural population,coupled_multicellular,no,,,not_verified,not_verified,not_verified,not_verified,no,,not_assessed,candidate,"In scope after title-level inventory screening; source-specific bibliographic, full-text, equation, and license evidence remains pending.",medium,2026-07-23
screen_0196,546,Barrel-cortex models,H5 Brain-region circuits,Neural population,coupled_multicellular,no,,,not_verified,not_verified,not_verified,not_verified,no,,not_assessed,candidate,"In scope after title-level inventory screening; source-specific bibliographic, full-text, equation, and license evidence remains pending.",medium,2026-07-23
screen_0197,547,Compte PFC working-memory circuit,H5 Brain-region circuits,Neural population,coupled_multicellular,no,,,not_verified,not_verified,not_verified,not_verified,no,,not_assessed,candidate,"In scope after title-level inventory screening; source-specific bibliographic, full-text, equation, and license evidence remains pending.",medium,2026-07-23
screen_0198,548,CA3 recurrent-memory circuits,H5 Brain-region circuits,Neural population,coupled_multicellular,no,,,not_verified,not_verified,not_verified,not_verified,no,,not_assessed,candidate,"In scope after title-level inventory screening; source-specific bibliographic, full-text, equation, and license evidence remains pending.",medium,2026-07-23
screen_0199,549,CA1 dendritic-integration circuits,H5 Brain-region circuits,Neural population,coupled_multicellular,no,,,not_verified,not_verified,not_verified,not_verified,no,,not_assessed,candidate,"In scope after title-level inventory screening; source-specific bibliographic, full-text, equation, and license evidence remains pending.",medium,2026-07-23
screen_0200,550,Grid-cell entorhinal circuits,H5 Brain-region circuits,Neural population,coupled_multicellular,no,,,not_verified,not_verified,not_verified,not_verified,no,,not_assessed,candidate,"In scope after title-level inventory screening; source-specific bibliographic, full-text, equation, and license evidence remains pending.",medium,2026-07-23
screen_0201,551,Marr–Albus–Ito cerebellar framework,H5 Brain-region circuits,Neural population,coupled_multicellular,no,,,not_verified,not_verified,not_verified,not_verified,no,,not_assessed,candidate,"In scope after title-level inventory screening; source-specific bibliographic, full-text, equation, and license evidence remains pending.",medium,2026-07-23
screen_0202,552,Cerebellar timing models,H5 Brain-region circuits,Neural population,coupled_multicellular,no,,,not_verified,not_verified,not_verified,not_verified,no,,not_assessed,candidate,"In scope after title-level inventory screening; source-specific bibliographic, full-text, equation, and license evidence remains pending.",medium,2026-07-23
screen_0203,553,Frank basal-ganglia Go/NoGo model,H5 Brain-region circuits,Neural population,coupled_multicellular,no,,,not_verified,not_verified,not_verified,not_verified,no,,not_assessed,candidate,"In scope after title-level inventory screening; source-specific bibliographic, full-text, equation, and license evidence remains pending.",medium,2026-07-23
screen_0204,554,Gurney–Prescott–Redgrave action-selection model,H5 Brain-region circuits,Neural population,coupled_multicellular,no,,,not_verified,not_verified,not_verified,not_verified,no,,not_assessed,candidate,"In scope after title-level inventory screening; source-specific bibliographic, full-text, equation, and license evidence remains pending.",medium,2026-07-23
screen_0205,555,Terman STN–GPe model,H5 Brain-region circuits,Neural population,coupled_multicellular,no,,,not_verified,not_verified,not_verified,not_verified,no,,not_assessed,candidate,"In scope after title-level inventory screening; source-specific bibliographic, full-text, equation, and license evidence remains pending.",medium,2026-07-23
screen_0206,556,Olfactory-bulb mitral–granule networks,H5 Brain-region circuits,Neural population,coupled_multicellular,no,,,not_verified,not_verified,not_verified,not_verified,no,,not_assessed,candidate,"In scope after title-level inventory screening; source-specific bibliographic, full-text, equation, and license evidence remains pending.",medium,2026-07-23
screen_0207,557,Amygdala fear-learning networks,H5 Brain-region circuits,Neural population,coupled_multicellular,no,,,not_verified,not_verified,not_verified,not_verified,no,,not_assessed,candidate,"In scope after title-level inventory screening; source-specific bibliographic, full-text, equation, and license evidence remains pending.",medium,2026-07-23
screen_0208,558,Locus-coeruleus neuromodulatory networks,H5 Brain-region circuits,Neural population,coupled_multicellular,no,,,not_verified,not_verified,not_verified,not_verified,no,,not_assessed,candidate,"In scope after title-level inventory screening; source-specific bibliographic, full-text, equation, and license evidence remains pending.",medium,2026-07-23
screen_0209,559,Spinal central-pattern-generator models,H5 Brain-region circuits,Neural population,coupled_multicellular,no,,,not_verified,not_verified,not_verified,not_verified,no,,not_assessed,candidate,"In scope after title-level inventory screening; source-specific bibliographic, full-text, equation, and license evidence remains pending.",medium,2026-07-23
screen_0210,560,Pre-Bötzinger respiratory-rhythm models,H5 Brain-region circuits,Neural population,coupled_multicellular,no,,,not_verified,not_verified,not_verified,not_verified,no,,not_assessed,candidate,"In scope after title-level inventory screening; source-specific bibliographic, full-text, equation, and license evidence remains pending.",medium,2026-07-23
screen_0211,576,Nadkarni–Jung minimal neuron–astrocyte unit,I1 Nadkarni-Jung models,Mixed neuron-glia system,coupled_multicellular,no,,,not_verified,not_verified,not_verified,not_verified,no,,not_assessed,candidate,"In scope after title-level inventory screening; source-specific bibliographic, full-text, equation, and license evidence remains pending.",medium,2026-07-23
screen_0212,577,Nadkarni–Jung tripartite-synapse extensions,I1 Nadkarni-Jung models,Mixed neuron-glia system,coupled_multicellular,no,,,not_verified,not_verified,not_verified,not_verified,no,,not_assessed,candidate,"In scope after title-level inventory screening; source-specific bibliographic, full-text, equation, and license evidence remains pending.",medium,2026-07-23
screen_0213,594,Dynamical patterns of calcium signaling in a functional model of neuron-astrocyte networks,I2 Postnov model,Mixed neuron-glia system,coupled_multicellular,yes,Dynamical patterns of calcium signaling in a functional model of neuron-astrocyte networks,10.1007/s10867-009-9156-x,verified,source_identified,bibliography_verified,parameters_incomplete,no,,license_unclear,bibliography_verified,Equation audit is not complete.,high,2026-07-23
screen_0214,615-616,A Neural-Astrocytic Network Architecture: Astrocytic calcium waves modulate synchronous neuronal activity,I3 Polykretis network architecture,Mixed neuron-glia system,coupled_multicellular,yes,A Neural-Astrocytic Network Architecture: Astrocytic calcium waves modulate synchronous neuronal activity,10.1145/3229884.3229890,verified,source_inspected,equation_located,not_verified,no,,not_assessed,promoted,,high,2026-07-23
screen_0215,653,The Astrocytic Microdomain as a Generative Mechanism for Local Plasticity,I4 Astrocytic microdomain,Mixed neuron-glia system,coupled_multicellular,yes,The Astrocytic Microdomain as a Generative Mechanism for Local Plasticity,10.1007/978-3-030-05587-5_15,verified,source_identified,bibliography_verified,not_verified,no,,not_assessed,promoted,,high,2026-07-23
screen_0216,670,Kozachkov–Michmizos neuronal–astrocytic associative-memory models,I5 Associative memory,Mixed neuron-glia system,coupled_multicellular,no,,,not_verified,not_verified,not_verified,not_verified,no,,not_assessed,candidate,"In scope after title-level inventory screening; source-specific bibliographic, full-text, equation, and license evidence remains pending.",medium,2026-07-23
screen_0217,671,Sequence Learning in Associative Neuronal-Astrocytic Networks,I5 Associative memory,Mixed neuron-glia system,coupled_multicellular,yes,Sequence Learning in Associative Neuronal-Astrocytic Networks,10.1007/978-3-030-59277-6_32,verified,source_identified,bibliography_verified,not_verified,no,,not_assessed,promoted,,high,2026-07-23
screen_0218,672,Neuron–Astrocyte Associative Memory,I5 Associative memory,Mixed neuron-glia system,coupled_multicellular,yes,Neuron-astrocyte associative memory,10.1073/pnas.2417788122,verified,source_identified,bibliography_verified,not_verified,no,,not_assessed,promoted,,high,2026-07-23
screen_0219,691,Astrocytic calcium-wave slow-rhythm models,I6 Astrocyte slow rhythms,Mixed neuron-glia system,coupled_multicellular,no,,,not_verified,not_verified,not_verified,not_verified,no,,not_assessed,candidate,"In scope after title-level inventory screening; source-specific bibliographic, full-text, equation, and license evidence remains pending.",medium,2026-07-23
screen_0220,692,Astrocyte-mediated slow-wave networks,I6 Astrocyte slow rhythms,Mixed neuron-glia system,coupled_multicellular,no,,,not_verified,not_verified,not_verified,not_verified,no,,not_assessed,candidate,"In scope after title-level inventory screening; source-specific bibliographic, full-text, equation, and license evidence remains pending.",medium,2026-07-23
screen_0221,693,Astrocytic modulation of hippocampal theta,I6 Astrocyte slow rhythms,Mixed neuron-glia system,coupled_multicellular,no,,,not_verified,not_verified,not_verified,not_verified,no,,not_assessed,candidate,"In scope after title-level inventory screening; source-specific bibliographic, full-text, equation, and license evidence remains pending.",medium,2026-07-23
screen_0222,694,Astrocyte-mediated sleep-memory network models,I6 Astrocyte slow rhythms,Mixed neuron-glia system,coupled_multicellular,no,,,not_verified,not_verified,not_verified,not_verified,no,,not_assessed,candidate,"In scope after title-level inventory screening; source-specific bibliographic, full-text, equation, and license evidence remains pending.",medium,2026-07-23
screen_0223,710,Astrocyte-dependent place-cell formation,I7 Place-cell models,Mixed neuron-glia system,coupled_multicellular,yes,The role of astrocytes in place cell formation: A computational modeling study,10.1007/s10827-022-00828-6,verified,source_identified,bibliography_verified,not_verified,no,,not_assessed,promoted,,high,2026-07-23
screen_0224,711,CA3–CA1 neuron–astrocyte network models,I7 Place-cell models,Mixed neuron-glia system,coupled_multicellular,no,,,not_verified,not_verified,not_verified,not_verified,no,,not_assessed,candidate,"In scope after title-level inventory screening; source-specific bibliographic, full-text, equation, and license evidence remains pending.",medium,2026-07-23
screen_0225,712,Extracellular-calcium-regulated place-cell models,I7 Place-cell models,Mixed neuron-glia system,coupled_multicellular,no,,,not_verified,not_verified,not_verified,not_verified,no,,not_assessed,candidate,"In scope after title-level inventory screening; source-specific bibliographic, full-text, equation, and license evidence remains pending.",medium,2026-07-23
screen_0226,733,Astrocyte K+-buffering–neuron excitability networks,I8 Ionic and metabolic networks,Mixed neuron-glia system,coupled_multicellular,no,,,not_verified,not_verified,not_verified,not_verified,no,,not_assessed,candidate,"In scope after title-level inventory screening; source-specific bibliographic, full-text, equation, and license evidence remains pending.",medium,2026-07-23
screen_0227,734,Astrocyte glutamate-uptake–E/I networks,I8 Ionic and metabolic networks,Mixed neuron-glia system,coupled_multicellular,no,,,not_verified,not_verified,not_verified,not_verified,no,,not_assessed,candidate,"In scope after title-level inventory screening; source-specific bibliographic, full-text, equation, and license evidence remains pending.",medium,2026-07-23
screen_0228,735,Neuron–astrocyte metabolic networks,I8 Ionic and metabolic networks,Mixed neuron-glia system,coupled_multicellular,no,,,not_verified,not_verified,not_verified,not_verified,no,,not_assessed,candidate,"In scope after title-level inventory screening; source-specific bibliographic, full-text, equation, and license evidence remains pending.",medium,2026-07-23
screen_0229,736,Neuron–astrocyte lactate-shuttle networks,I8 Ionic and metabolic networks,Mixed neuron-glia system,coupled_multicellular,no,,,not_verified,not_verified,not_verified,not_verified,no,,not_assessed,candidate,"In scope after title-level inventory screening; source-specific bibliographic, full-text, equation, and license evidence remains pending.",medium,2026-07-23
screen_0230,737,Astrocyte cell-volume–seizure networks,I8 Ionic and metabolic networks,Mixed neuron-glia system,coupled_multicellular,no,,,not_verified,not_verified,not_verified,not_verified,no,,not_assessed,candidate,"In scope after title-level inventory screening; source-specific bibliographic, full-text, equation, and license evidence remains pending.",medium,2026-07-23
screen_0231,738,Astrocyte gap-junction–neuronal synchronization networks,I8 Ionic and metabolic networks,Mixed neuron-glia system,coupled_multicellular,no,,,not_verified,not_verified,not_verified,not_verified,no,,not_assessed,candidate,"In scope after title-level inventory screening; source-specific bibliographic, full-text, equation, and license evidence remains pending.",medium,2026-07-23
screen_0232,748,Microglia-dependent synaptic-pruning networks,J Neuron-microglia networks,Mixed neuron-microglia system,coupled_multicellular,no,,,not_verified,not_verified,not_verified,not_verified,no,,not_assessed,candidate,"In scope after title-level inventory screening; source-specific bibliographic, full-text, equation, and license evidence remains pending.",medium,2026-07-23
screen_0233,749,Complement-mediated network-rewiring models,J Neuron-microglia networks,Mixed neuron-microglia system,coupled_multicellular,no,,,not_verified,not_verified,not_verified,not_verified,no,,not_assessed,candidate,"In scope after title-level inventory screening; source-specific bibliographic, full-text, equation, and license evidence remains pending.",medium,2026-07-23
screen_0234,750,Cytokine-driven neuronal-damage networks,J Neuron-microglia networks,Mixed neuron-microglia system,coupled_multicellular,no,,,not_verified,not_verified,not_verified,not_verified,no,,not_assessed,candidate,"In scope after title-level inventory screening; source-specific bibliographic, full-text, equation, and license evidence remains pending.",medium,2026-07-23
screen_0235,751,ATP/P2Y12 neuron–microglia coupling,J Neuron-microglia networks,Mixed neuron-microglia system,coupled_multicellular,no,,,not_verified,not_verified,not_verified,not_verified,no,,not_assessed,candidate,"In scope after title-level inventory screening; source-specific bibliographic, full-text, equation, and license evidence remains pending.",medium,2026-07-23
screen_0236,752,CX3CL1/CX3CR1 neuron–microglia coupling,J Neuron-microglia networks,Mixed neuron-microglia system,coupled_multicellular,no,,,not_verified,not_verified,not_verified,not_verified,no,,not_assessed,candidate,"In scope after title-level inventory screening; source-specific bibliographic, full-text, equation, and license evidence remains pending.",medium,2026-07-23
screen_0237,753,TREM2/APOE neurodegeneration networks,J Neuron-microglia networks,Mixed neuron-microglia system,coupled_multicellular,no,,,not_verified,not_verified,not_verified,not_verified,no,,not_assessed,candidate,"In scope after title-level inventory screening; source-specific bibliographic, full-text, equation, and license evidence remains pending.",medium,2026-07-23
screen_0238,754,Microglial Aβ-clearance neuronal networks,J Neuron-microglia networks,Mixed neuron-microglia system,coupled_multicellular,no,,,not_verified,not_verified,not_verified,not_verified,no,,not_assessed,candidate,"In scope after title-level inventory screening; source-specific bibliographic, full-text, equation, and license evidence remains pending.",medium,2026-07-23
screen_0239,755,Microglia-dependent epilepsy networks,J Neuron-microglia networks,Mixed neuron-microglia system,coupled_multicellular,no,,,not_verified,not_verified,not_verified,not_verified,no,,not_assessed,candidate,"In scope after title-level inventory screening; source-specific bibliographic, full-text, equation, and license evidence remains pending.",medium,2026-07-23
screen_0240,756,Microglia–astrocyte–neuron inflammatory networks,J Neuron-microglia networks,Mixed neuron-microglia system,coupled_multicellular,no,,,not_verified,not_verified,not_verified,not_verified,no,,not_assessed,candidate,"In scope after title-level inventory screening; source-specific bibliographic, full-text, equation, and license evidence remains pending.",medium,2026-07-23
screen_0241,780,Myelin-dependent conduction-delay networks,K Neuron-myelin networks,Neuron-myelin system,coupled_multicellular,no,,,not_verified,not_verified,not_verified,not_verified,no,,not_assessed,candidate,"In scope after title-level inventory screening; source-specific bibliographic, full-text, equation, and license evidence remains pending.",medium,2026-07-23
screen_0242,781,Activity-dependent myelination networks,K Neuron-myelin networks,Neuron-myelin system,coupled_multicellular,no,,,not_verified,not_verified,not_verified,not_verified,no,,not_assessed,candidate,"In scope after title-level inventory screening; source-specific bibliographic, full-text, equation, and license evidence remains pending.",medium,2026-07-23
screen_0243,782,Adaptive myelin-plasticity networks,K Neuron-myelin networks,Neuron-myelin system,coupled_multicellular,no,,,not_verified,not_verified,not_verified,not_verified,no,,not_assessed,candidate,"In scope after title-level inventory screening; source-specific bibliographic, full-text, equation, and license evidence remains pending.",medium,2026-07-23
screen_0244,783,Oligodendrocyte-mediated network synchronization,K Neuron-myelin networks,Neuron-myelin system,coupled_multicellular,no,,,not_verified,not_verified,not_verified,not_verified,no,,not_assessed,candidate,"In scope after title-level inventory screening; source-specific bibliographic, full-text, equation, and license evidence remains pending.",medium,2026-07-23
screen_0245,784,Joint synaptic–myelin learning models,K Neuron-myelin networks,Neuron-myelin system,coupled_multicellular,no,,,not_verified,not_verified,not_verified,not_verified,no,,not_assessed,candidate,"In scope after title-level inventory screening; source-specific bibliographic, full-text, equation, and license evidence remains pending.",medium,2026-07-23
screen_0246,785,Demyelination-induced network desynchronization,K Neuron-myelin networks,Neuron-myelin system,coupled_multicellular,no,,,not_verified,not_verified,not_verified,not_verified,no,,not_assessed,candidate,"In scope after title-level inventory screening; source-specific bibliographic, full-text, equation, and license evidence remains pending.",medium,2026-07-23
screen_0247,786,Remyelination and functional-recovery networks,K Neuron-myelin networks,Neuron-myelin system,coupled_multicellular,no,,,not_verified,not_verified,not_verified,not_verified,no,,not_assessed,candidate,"In scope after title-level inventory screening; source-specific bibliographic, full-text, equation, and license evidence remains pending.",medium,2026-07-23
screen_0248,787,Axon–oligodendrocyte metabolic-support models,K Neuron-myelin networks,Neuron-myelin system,coupled_multicellular,no,,,not_verified,not_verified,not_verified,not_verified,no,,not_assessed,candidate,"In scope after title-level inventory screening; source-specific bibliographic, full-text, equation, and license evidence remains pending.",medium,2026-07-23
screen_0249,809,Axon–Schwann-cell myelination models,L Peripheral-nerve networks,Neuron-Schwann system,coupled_multicellular,no,,,not_verified,not_verified,not_verified,not_verified,no,,not_assessed,candidate,"In scope after title-level inventory screening; source-specific bibliographic, full-text, equation, and license evidence remains pending.",medium,2026-07-23
screen_0250,810,Peripheral-nerve injury networks,L Peripheral-nerve networks,Neuron-Schwann system,coupled_multicellular,no,,,not_verified,not_verified,not_verified,not_verified,no,,not_assessed,candidate,"In scope after title-level inventory screening; source-specific bibliographic, full-text, equation, and license evidence remains pending.",medium,2026-07-23
screen_0251,811,Wallerian-degeneration multicellular networks,L Peripheral-nerve networks,Neuron-Schwann system,coupled_multicellular,no,,,not_verified,not_verified,not_verified,not_verified,no,,not_assessed,candidate,"In scope after title-level inventory screening; source-specific bibliographic, full-text, equation, and license evidence remains pending.",medium,2026-07-23
screen_0252,812,Schwann-cell–macrophage regeneration models,L Peripheral-nerve networks,Neuron-Schwann system,coupled_multicellular,no,,,not_verified,not_verified,not_verified,not_verified,no,,not_assessed,candidate,"In scope after title-level inventory screening; source-specific bibliographic, full-text, equation, and license evidence remains pending.",medium,2026-07-23
screen_0253,813,Repair-Schwann-cell–axon regrowth models,L Peripheral-nerve networks,Neuron-Schwann system,coupled_multicellular,no,,,not_verified,not_verified,not_verified,not_verified,no,,not_assessed,candidate,"In scope after title-level inventory screening; source-specific bibliographic, full-text, equation, and license evidence remains pending.",medium,2026-07-23
screen_0254,814,Peripheral remyelination networks,L Peripheral-nerve networks,Neuron-Schwann system,coupled_multicellular,no,,,not_verified,not_verified,not_verified,not_verified,no,,not_assessed,candidate,"In scope after title-level inventory screening; source-specific bibliographic, full-text, equation, and license evidence remains pending.",medium,2026-07-23
screen_0255,815,Neuromuscular-junction terminal-Schwann-cell models,L Peripheral-nerve networks,Neuron-Schwann system,coupled_multicellular,no,,,not_verified,not_verified,not_verified,not_verified,no,,not_assessed,candidate,"In scope after title-level inventory screening; source-specific bibliographic, full-text, equation, and license evidence remains pending.",medium,2026-07-23
screen_0256,827,Neuron–astrocyte–vascular smooth-muscle models,M Neurovascular networks,Neurovascular system,coupled_multicellular,no,,,not_verified,not_verified,not_verified,not_verified,no,,not_assessed,candidate,"In scope after title-level inventory screening; source-specific bibliographic, full-text, equation, and license evidence remains pending.",medium,2026-07-23
screen_0257,828,Neuron–astrocyte–pericyte models,M Neurovascular networks,Neurovascular system,coupled_multicellular,no,,,not_verified,not_verified,not_verified,not_verified,no,,not_assessed,candidate,"In scope after title-level inventory screening; source-specific bibliographic, full-text, equation, and license evidence remains pending.",medium,2026-07-23
screen_0258,829,Neuron–astrocyte–endothelial models,M Neurovascular networks,Neurovascular system,coupled_multicellular,no,,,not_verified,not_verified,not_verified,not_verified,no,,not_assessed,candidate,"In scope after title-level inventory screening; source-specific bibliographic, full-text, equation, and license evidence remains pending.",medium,2026-07-23
screen_0259,830,Neuron–astrocyte–pericyte–endothelial neurovascular-unit models,M Neurovascular networks,Neurovascular system,coupled_multicellular,no,,,not_verified,not_verified,not_verified,not_verified,no,,not_assessed,candidate,"In scope after title-level inventory screening; source-specific bibliographic, full-text, equation, and license evidence remains pending.",medium,2026-07-23
screen_0260,831,Astrocyte calcium–vascular-diameter models,M Neurovascular networks,Neurovascular system,coupled_multicellular,no,,,not_verified,not_verified,not_verified,not_verified,no,,not_assessed,candidate,"In scope after title-level inventory screening; source-specific bibliographic, full-text, equation, and license evidence remains pending.",medium,2026-07-23
screen_0261,832,NO-dependent neurovascular models,M Neurovascular networks,Neurovascular system,coupled_multicellular,no,,,not_verified,not_verified,not_verified,not_verified,no,,not_assessed,candidate,"In scope after title-level inventory screening; source-specific bibliographic, full-text, equation, and license evidence remains pending.",medium,2026-07-23
screen_0262,833,Arachidonic-acid metabolite vascular models,M Neurovascular networks,Neurovascular system,coupled_multicellular,no,,,not_verified,not_verified,not_verified,not_verified,no,,not_assessed,candidate,"In scope after title-level inventory screening; source-specific bibliographic, full-text, equation, and license evidence remains pending.",medium,2026-07-23
screen_0263,834,Inflammation-dependent neurovascular models,M Neurovascular networks,Neurovascular system,coupled_multicellular,no,,,not_verified,not_verified,not_verified,not_verified,no,,not_assessed,candidate,"In scope after title-level inventory screening; source-specific bibliographic, full-text, equation, and license evidence remains pending.",medium,2026-07-23
screen_0264,835,Microglia–astrocyte–vascular models,M Neurovascular networks,Neurovascular system,coupled_multicellular,no,,,not_verified,not_verified,not_verified,not_verified,no,,not_assessed,candidate,"In scope after title-level inventory screening; source-specific bibliographic, full-text, equation, and license evidence remains pending.",medium,2026-07-23
screen_0265,836,Blood–brain-barrier permeability networks,M Neurovascular networks,Neurovascular system,coupled_multicellular,no,,,not_verified,not_verified,not_verified,not_verified,no,,not_assessed,candidate,"In scope after title-level inventory screening; source-specific bibliographic, full-text, equation, and license evidence remains pending.",medium,2026-07-23
screen_0266,837,BOLD forward models,M Neurovascular networks,Neurovascular system,coupled_multicellular,no,,,not_verified,not_verified,not_verified,not_verified,no,,not_assessed,candidate,"In scope after title-level inventory screening; source-specific bibliographic, full-text, equation, and license evidence remains pending.",medium,2026-07-23
screen_0267,865,Epileptor,N Disease and whole-brain models,Neural population,coupled_multicellular,yes,On the nature of seizure dynamics,10.1093/brain/awu133,verified,source_identified,bibliography_verified,not_verified,no,,not_assessed,promoted,,high,2026-07-23
screen_0268,866,Epileptor connectome networks,N Disease and whole-brain models,Neural population,coupled_multicellular,no,,,not_verified,not_verified,not_verified,not_verified,no,,not_assessed,candidate,"In scope after title-level inventory screening; source-specific bibliographic, full-text, equation, and license evidence remains pending.",medium,2026-07-23
screen_0269,867,Virtual Epileptic Patient models,N Disease and whole-brain models,Neural population,coupled_multicellular,no,,,not_verified,not_verified,not_verified,not_verified,no,,not_assessed,candidate,"In scope after title-level inventory screening; source-specific bibliographic, full-text, equation, and license evidence remains pending.",medium,2026-07-23
screen_0270,868,Spreading-depolarization models,N Disease and whole-brain models,Neural population,coupled_multicellular,no,,,not_verified,not_verified,not_verified,not_verified,no,,not_assessed,candidate,"In scope after title-level inventory screening; source-specific bibliographic, full-text, equation, and license evidence remains pending.",medium,2026-07-23
screen_0271,869,Astrocyte-related epilepsy networks,N Disease and whole-brain models,Neural population,coupled_multicellular,no,,,not_verified,not_verified,not_verified,not_verified,no,,not_assessed,candidate,"In scope after title-level inventory screening; source-specific bibliographic, full-text, equation, and license evidence remains pending.",medium,2026-07-23
screen_0272,870,Microglia-related neuroinflammation networks,N Disease and whole-brain models,Neural population,coupled_multicellular,no,,,not_verified,not_verified,not_verified,not_verified,no,,not_assessed,candidate,"In scope after title-level inventory screening; source-specific bibliographic, full-text, equation, and license evidence remains pending.",medium,2026-07-23
screen_0273,871,Alzheimer disease Aβ/tau/glia networks,N Disease and whole-brain models,Neural population,coupled_multicellular,no,,,not_verified,not_verified,not_verified,not_verified,no,,not_assessed,candidate,"In scope after title-level inventory screening; source-specific bibliographic, full-text, equation, and license evidence remains pending.",medium,2026-07-23
screen_0274,872,Demyelination and multiple-sclerosis networks,N Disease and whole-brain models,Neural population,coupled_multicellular,no,,,not_verified,not_verified,not_verified,not_verified,no,,not_assessed,candidate,"In scope after title-level inventory screening; source-specific bibliographic, full-text, equation, and license evidence remains pending.",medium,2026-07-23
screen_0275,873,Whole-brain dynamic mean-field models,N Disease and whole-brain models,Neural population,coupled_multicellular,no,,,not_verified,not_verified,not_verified,not_verified,no,,not_assessed,candidate,"In scope after title-level inventory screening; source-specific bibliographic, full-text, equation, and license evidence remains pending.",medium,2026-07-23
screen_0276,874,Reduced Wong–Wang connectome models,N Disease and whole-brain models,Neural population,coupled_multicellular,no,,,not_verified,not_verified,not_verified,not_verified,no,,not_assessed,candidate,"In scope after title-level inventory screening; source-specific bibliographic, full-text, equation, and license evidence remains pending.",medium,2026-07-23
screen_0277,875,Kuramoto connectome models,N Disease and whole-brain models,Neural population,coupled_multicellular,no,,,not_verified,not_verified,not_verified,not_verified,no,,not_assessed,candidate,"In scope after title-level inventory screening; source-specific bibliographic, full-text, equation, and license evidence remains pending.",medium,2026-07-23
screen_0278,876,Corticothalamic neural-field models,N Disease and whole-brain models,Neural population,coupled_multicellular,no,,,not_verified,not_verified,not_verified,not_verified,no,,not_assessed,candidate,"In scope after title-level inventory screening; source-specific bibliographic, full-text, equation, and license evidence remains pending.",medium,2026-07-23
